,content,scenery_name,score,send_time,user_name
0,好好好好好好好好好好好,姜家溶洞风景区,3,,cwqy2568
0,连接渝中区还有南坪区的一座老拱桥了。刚建好的时候还是世界第一呢，现在依旧每天车流滚滚。,菜园坝长江大桥,5,2015-10-26,WillSum
0,走过那些小巷，我们走了重庆长江大桥，桥不长大约1000米。站在桥上看看风景吹吹风。很惬意。,菜园坝长江大桥,0,2015-08-14,夏宁葆
0,连接南坪和两路口，可俯瞰长江之水，能感受江风吹来时的清爽，能体会汽车飞驰而过，从而带来桥震动的惊心，站在桥的中央，望着长江，心突然空旷了许多。,菜园坝长江大桥,5,2015-07-15,那是一道亮丽的风景线
0,重庆菜园坝长江大桥菜园坝长江大桥创下了三项世界第一：钢箱拱梁跨距420米，为世界第一长；是世界第一座公路转轨两用城市大桥；也是世界第一座采用缆索吊机安装的大桥。,菜园坝长江大桥,0,2015-02-11,荧念一生
0,上了楼梯穿过长江大桥，可是今天重庆的雾霾特别重，什么都看不清楚,菜园坝长江大桥,0,2014-09-20,xingxingshanyao
0,带着满身的火锅味儿来到这个看台，看看夜色下的菜园坝长江大桥也是很美的事。,菜园坝长江大桥,0,2016-11-18,骆小洛的世界
0,［重庆长江大桥］，又名石板坡长江大桥。,菜园坝长江大桥,0,2016-11-08,明朗少女木木林
0,刚换的灯饰，以前是静态的美现在是动态的美！,菜园坝长江大桥,5,2015-12-01,M15****202
0,大概逛到10点左右，我们就回酒店了，因为第二天要早上去武隆。,菜园坝长江大桥,0,2017-02-17,Hello大宁宁
0,沿途经过的菜园坝长江大桥。,菜园坝长江大桥,0,2016-11-18,骆小洛的世界
0,金刀峡好耍，好凉快哟，溪降更好玩,金刀峡,0,2020-08-30,zrxd5562
0,早上8:30验票进山，刚到时下雨，天气比较闷热。一路山山水水，风景还是瞒不错的！,金刀峡,0,2020-08-09,srzt4669
0,个人感觉金刀峡是个很有潜力的处女地！！！离主城不远，可以消暑纳凉，亲子玩水。不过缺点也很明显，设施陈旧，管理不正规。我也是周末想带孩子亲近自然又不想太远，就选择到金刀峡看看，一些游玩经验大致说下。一、交通：1、自驾：由于疫情期间只能从北门（上峡口）进，南门（下峡口）出，我们自驾至南门停车，停车费6元不限时。然后做摆渡车去北门，车是金杯面包车，30元/人，车程30分钟。还可以选择开...,金刀峡,0,2020-07-27,hewt2641
0,比较原生态，有峡谷的样子，和山沟沟是不一样的。里边的溪降貌似很刺激，我把他叫做裸飘。  夏天很适合，里边相当凉快，天然氧吧。,金刀峡,5,2020-03-30,布希
0,总体来说就是景色还是不错，但管理混乱。停车场交通车不是景区的，是私人承包的，非常坑人，还要强制坐，吓得我哟,金刀峡,0,2020-03-22,去哪儿用户
0,金刀峡景区是重庆疫情转入二级后首批开始营业的景区。需要网上购票或现场网上支付购票。需要注册惠游码、登记身份信息后才能进入景区。,金刀峡,5,2020-03-13,布晓呆
0,金刀峡位于重庆市北碚区金刀峡镇，华蓥山西南麓，海拔880米。距重庆市中心90公里，距北碚城区62公里。金刀峡分为上、下峡两段，上峡多沟壑峡谷，处处是清澈的溪水；下峡有很多洞穴深潭，瀑布飞流而下。金刀峡全长近10公里，内有全国最长的仿古栈道，大部分栈道沿崖壁而建，沿途多是山泉、瀑布。主要景点有藏刀洞、中峡天然浴场、狮头峡、弥勒佛等。景区有峡险、山雄、水秀、瀑多、潭碧等特点。,金刀峡,5,2019-09-01,Oreo123
0,零分，五星差评！生平最差的旅游体验，没有之一。景区内管理混乱，无明显线路指示，整个景区全是围绕一个钱字在运作，极其卑劣的行径就是南门到北门，你只能选择他那比农村公交还次的交通车，票价30而且排队时间很长。我都无力吐槽了，想来的慎重慎重！！！不愧为当年雷氏的地界，匪气十足！,金刀峡,1,2019-08-18,泽恩的爸爸
0,这里景色还可以，看风景就北门进南门出（自驾车停南门，坐摆渡车去北门，索道和船都可以不坐，距离都挺近），如果只玩溪降，南门进，走一段就可以玩了,金刀峡,4,2019-08-17,M32****652
0,金刀峡景区还是比较大，比较长而幽深的峡谷，很凉爽，中间有一段路见不到阳光，很幽静也比较奇险。值得一去的，景区有索道、攀岩、乘船、溯溪可以体验。都可以 去尝试，溯溪是人体漂流，水比较凉的话，景区就不会开放溯溪的。,金刀峡,0,2019-07-15,
0,风景还可以，半天就可以逛完了，溪降看起来很爽的样子，下次再来。就是交通很坑爹，还是建议旅行团去，方便。,金刀峡,0,2015-08-05,去哪儿用户
0,还可以！就是开车去不方便！,金刀峡,0,2016-08-07,去哪儿用户
0,金刀峡在重庆市北碚区的郊区，从北碚过去就不远了，金刀峡是重庆不可错过的一处美景。玩儿金刀峡一般是乘车到金刀峡上峡口，最好是能够提前一天就上去，现在上峡口找好住宿，然后用剩下的时间去周围转转，不远处有一个溶洞，门票好像是40，还挺不错的。第二天一早就可以退掉房间从上峡口出发了。全程走下来大概要4-6个小时，一路的风景那真是没的说，大家看图就好了。如果运气足够好，能够在雨季的时候去，就...,金刀峡,3,2015-01-09,lbl明目张胆
0,金刀峡地势雄伟，以峡著险、以林见秀、以岩称奇、以水显幽。金刀峡长约6.2公里，分上下两段。上段由于喀斯特地质作用，地面切割强烈，金刀神工般形成了独特的峡谷沟壑。石壁如削、两山岈合，垂直高度超过百米。上有古藤倒挂、下有潺潺流水。下段由于流水侵蚀力的作用，有洞穴群生，潭潭相 连，飞泉瀑布层层叠叠，石钟乳、石笋、石柱更是千姿百态、变化万千。堪 称全国之最的十里峡谷栈道，让人惊赞不已。凭栈...,金刀峡,5,,去哪儿用户
0,坐车不太方便，自驾开车也不方便,金刀峡,3,,
0,全程徒步随溪流往下走，需要涉水、跳水，耍水好去处，景区提供安全帽，救生衣、护膝护肘、但是有多少使用，自己有最好。建议穿紧身长袖衣裤和溯溪鞋，或者把脚包起的白网鞋，不建议穿露在外面鞋子。网上买票比现场便宜，建议提前两小时购买。,金刀峡,0,2021-08-06,嫣然争妍
0,以前不方便，现在北门的露营基地新装重开，门口的便利店价格也较合理，露营可以烧烤、还有酒吧和机麻，娱乐设施也可以，而且睡醒就可以直接进景区，很方便,金刀峡,0,2021-07-04,xesh5003
0,旅行的惊喜，莫过于青山绿水好心情，今年五一来金刀峡，不仅有惊喜，更有“金”喜哟！金光闪闪的纯金金刀，即将现身金刀峡，只要你有心，一定能找到！📣999纯金刀惊现江湖‼️传说中的“金小侠”、“金幺妹”，穿行于深幽峡谷中，邀你比“武艺”，你敢接招吗？在阳光反射下闪闪发光的金刀，舔一舔，怎么还有甜味？消失江湖多年“大侠”，想知道他一直在守护什么吗？心中一直深藏的“田园梦”，是否真的有地...,金刀峡,5,2021-04-26,陈sir走四方
0,金刀峡好耍得很，特别是溪降，惊险，刺激，又凉快，去了就不想走了，安逸得很！,金刀峡,5,2020-08-30,M42****8299
0,金刀峡风景很美，空气更好，溪降好耍得很，非常凉快，是避暑的好地方。,金刀峡,5,2020-08-30,M42****9249
0,景色很好，走了6个小时才走出来！,金刀峡,0,2015-05-29,coly323
0,景色不错，耍水好去处，很凉快，水质也很好，空气清新，小孩蛮高兴，从上峡口入的，一共三校生到下峡口，中途需要坐索道和船，都只坐了几分钟就到了……要吐槽的是到了下峡口再回上峡口取车的话，需要坐车上去，只有一种车，路程30公里左右，35一个人！有点坑！,金刀峡,0,2018-06-13,去哪儿用户
0,昨天从上北门往下走，刚开始不好看，到了峡底风景就不错，溪水碧绿，水流迂回百转，时不时有亮点展现在眼前，孩子很喜欢坐船，一人10元，可以漂流100元一人，水很冷。人还是很多的，一路紧走的速度。,金刀峡,0,2016-08-07,去哪儿用户
0,还是好耍，凉快，就是全程走下来又要到北门开车不方便,金刀峡,0,2016-08-23,去哪儿用户
0,很好很不错，服务很好，不过索道有点贵，2分钟而已，居然要30元，可惜人体漂流没玩上！,金刀峡,0,2015-08-18,断剑残刃
0,金刀峡又添新去处，金刀峡星光里增加露营、烧烤、酒吧、机麻，好玩不贵!,金刀峡,5,2021-07-04,xesh5003
0,就溪降有点玩头，其他不怎么样，北门下来到南门班车太乱了，不推荐从南门下来玩，下次不来了,金刀峡,0,2020-08-16,ilah6022
0,藏刀洞还不错，第一次去的有点黑人。过后就是隧道一直到拱桥有点刺激外。其他地方就不怎么样了。犀牛洞没进去过，不知道是否好玩。总体来说北碚金刀峡值得一去。,金刀峡,0,2016-10-28,12114-25914
0,取票很方便，比售票处便宜很多，省了很多钱，服务很好，很快，风景很美。,金刀峡,0,2015-07-27,去哪儿用户
0,挺凉快的，风景不错！,金刀峡,0,2016-07-11,去哪儿用户
0,值得去，风景优美，石刻虽少却也精致，各有千秋！,南山石刻,5,,M33****273
0,很不错的环境 很清净 很适合情侣散步,南山石刻,5,,aus****oo
0,石刻保持得很完好，时代也比较久,南山石刻,5,,M32****852
0,建筑很有特点，也很有气势。其中“玉佛”全国闻名，一座声名远扬的寺庙。,慈云寺,4,,i游走的虎
0,长江边的慈云寺挺有气势的，始建于唐代，建筑宏伟，还有很多珍贵的文物，值得一游。,慈云寺,4,,hu****chi
0,重庆的一处古老寺庙，曾经是全国惟一僧尼合庙的寺院，非常值得一游，,慈云寺,4,,-宝宝-
0,在江边，对面是朝天门，环境不错的。,慈云寺,3,,
0,环境不错空气好,慈云寺,4,,
0,很不错的公园，就是离市区稍微有点远，但风景都还不错，值得一去,观音塘湿地公园,5,,蛋弹
0,很多年以前去过的，现在变漂亮多了,观音塘湿地公园,5,,E24****848
0,吃喝玩乐滴天堂，非常喜欢这种感觉,观音塘湿地公园,5,,去哪儿用户
0,这个地方很漂亮，适合区散心去透气,观音塘湿地公园,5,,_WeCh****42881
0,值得一来  环境优美  清洁卫生 厕所是亮点,观音塘湿地公园,5,,_CFT01****5115650
0,这里很好，风景优美。人也不拥挤。以后有机会还会去。,观音塘湿地公园,5,,hobing
0,这是璧山人民休闲娱乐的地方，空气质量很好很适合老人小孩来玩耍，它不仅体现了璧山人的热闹也体现了璧山人的文静,观音塘湿地公园,5,,M30****174
0,景色非常优美迷人，娱乐休闲的好地方，性价比高，非常值得一游！,观音塘湿地公园,5,,格局阿亮
0,璧山的一个公园，免费开放的旅行地点，距离城市之中,观音塘湿地公园,3,,旅行桥
0,邀两三好友，走走悠游，挺不错的地方，待开发完善,观音塘湿地公园,4,,和尚扮道人
0,不好玩，没有秀湖公园环境好,观音塘湿地公园,1,,haolei68
0,山清水秀。空气清新。美丽,观音塘湿地公园,4,,qofr4487
0,环境优美，绿化面积广,观音塘湿地公园,4,,去哪儿用户
0,打发时间 最好找几个一起的玩伴 不然一个人无聊死了。你们说是不是,观音塘湿地公园,3,,_CFT01****1369514
0,风景蛮不错的！赞！而且还是免费。值得一游。,观音塘湿地公园,5,,M17****896
0,今天去了湿地，春天的景色真的不错，空气倍棒。,观音塘湿地公园,5,,H流年淡定冰封
0,里面的水透亮的，据说是达到了直接饮用的标准的，这里空气很好，制备都是翠绿的，没有任何污染。,观音塘湿地公园,4,,M1105323459
0,在酒店旁边 咨询了服务员 过去散步 很舒服 也很大 停车也方便 大桥大湖 小桥流水 各有特点 曲径通幽 也可登高望远,观音塘湿地公园,5,,山城大风
0,本来以为不大但是真的很大哦，而且很美特别是晚上去更美,观音塘湿地公园,5,,_CFT01****7838816
0,环境不错 人很多 很干净 很好 很不错 欢迎来璧山看看,观音塘湿地公园,5,,_CFT01****7941329
0,这个地方有点儿赞啊。本来去的时候以为只是一个普通的城市公园，后来去了才觉得真是不错。里面也还挺大，人工湖非常漂亮。里面还有化石主题，有些地方的墙壁上有一些化石，看起来非常有意思！在这里面玩儿的时候可以买点儿东西，累了可以随便找个地方歇息一会儿。在有风的季节去那就更爽了。绝对让你不想走！这里最有意思的当属状元桥和音乐喷泉了。状元桥是一个地方，据说高考前考生可以去到这里，可以沾点儿...,观音塘湿地公园,5,,Mr李洪宇
0,是璧山比较大的公园，里面绿化和风景比较多,观音塘湿地公园,5,,njfm5028
0,好耍得很，风景不错，可以莱看看,观音塘湿地公园,5,,uaim1101
0,很不错的公园，就是离市区稍微有点远，但风景都还不错，值得一去,观音塘湿地公园,5,,蛋弹
0,很多年以前去过的，现在变漂亮多了,观音塘湿地公园,5,,E24****848
0,吃喝玩乐滴天堂，非常喜欢这种感觉,观音塘湿地公园,5,,去哪儿用户
0,这个地方很漂亮，适合区散心去透气,观音塘湿地公园,5,,_WeCh****42881
0,值得一来  环境优美  清洁卫生 厕所是亮点,观音塘湿地公园,5,,_CFT01****5115650
0,这里很好，风景优美。人也不拥挤。以后有机会还会去。,观音塘湿地公园,5,,hobing
0,这是璧山人民休闲娱乐的地方，空气质量很好很适合老人小孩来玩耍，它不仅体现了璧山人的热闹也体现了璧山人的文静,观音塘湿地公园,5,,M30****174
0,景色非常优美迷人，娱乐休闲的好地方，性价比高，非常值得一游！,观音塘湿地公园,5,,格局阿亮
0,璧山的一个公园，免费开放的旅行地点，距离城市之中,观音塘湿地公园,3,,旅行桥
0,邀两三好友，走走悠游，挺不错的地方，待开发完善,观音塘湿地公园,4,,和尚扮道人
0,去了一次感觉还不尽兴，意犹未尽的感觉。下次应该还会去的吧！从郑州专车，就顺便待了两天，是朋友带着到这来转了转，真心话， 不喜欢爬山,慈云寺,5,,iJasper
0,慈云寺的规模算是比较大的，古色古香，而且带了些西方建筑的风格，很是不错呢,慈云寺,5,,锦瑟无端少一弦
0,长江边的慈云寺挺有气势的，始建于唐代，建筑宏伟，还有很多珍贵的文物，其中“玉佛”全国闻名，一座声名远扬的寺庙。,慈云寺,3,,fie****ng
0,以前就住在慈云寺旁边，晚上看江景还是很不错的。,慈云寺,4,,ericssion
0,充满巴蜀风韵的古寺，门口的建筑居然是高层建筑，难得。里面环境清幽，香火旺盛。,慈云寺,4,,不乐不归
0,重庆朝天门码头隔江对面的江边，寺门口的石狮据说是宋时遗物，寺内菩提树旁的望江亭视野非常开阔。,慈云寺,4,,黄子18
0,个人感觉，有时间的话，倒是可以自个来这里参现一下子啦。,慈云寺,3,,sunshine小小酥
0,慈云寺这里人不多，感觉很安静，周边风景也很好。,慈云寺,3,,xiaoxiaoyun
0,景区风景秀丽，慈云寺历史浓厚，希望景区内路口设置明显的标识，以便游客自驾游～,慈云寺,5,,小新2
0,景色不错！可以爬山！也可以开车进入！我们就是开车进入的！中间  有个大湖！很美！山上花来了！就是树不绿！估计夏天会更好！,慈云寺,5,,圣王2
0,南滨路上，规模不大，历史不短。逛完就在寺院外滨江路上喝茶就餐，安逸。,慈云寺,4,,输不起的人
0,还不错，远远的看过去还挺庄严的一个地方。,慈云寺,3,,q****ky
0,习惯了不能会员开卡成功请截图发绐发绐发绐发,慈云寺,3,,螘蚁
0,老重庆的标志之一，带外地朋友来重庆可以逛逛,慈云寺,5,,Qadira
0,漂亮 大家可以去看看、真的很漂亮,慈云寺,5,,宁宁1020
0,慈云寺素餐不错，坝子里喝茶晒太阳也很好，值得一去,慈云寺,5,,E13****11
0,长江边上依山傍水，很有灵气的地方,慈云寺,5,,天道本酬勤
0,景点是免费的，很有古韵，挺安静的，适合游玩。,慈云寺,4,,美丽的黄昏
0,慈云寺4大殿顶部的屋脊，全部是精致的砖雕和琉璃浮雕，两侧装饰有花样繁多、斗姿争妍的花卉图案和色彩绚丽、造型奇特的五色龙。顶部立有众多的人物和各种走兽的彩色塑像，形象逼真，生气勃勃，是明代彩塑的艺术珍品。,慈云寺,5,,去哪儿用户
0,充满巴蜀风韵的古寺，门口的建筑居然是高层建筑，难得。里面环境清幽，香火旺盛。,慈云寺,4,,E20****444
0,风景真是太美丽了。大足石刻，我是大足人，我为大足代言。,南山石刻,5,2015-12-21,_WeCh****60768
0,在大足石刻中，公元11-13世纪的道教石刻，是中国道教石窟造像最多、最集中、反映神系（神仙系统）最完整的。保存完好者有5处，以南山为著。如第5号三清古洞，共刻像421尊，以道教最高神“三清”为主，配刻以“四御”及圣母、王母等群神，,南山石刻,5,,索姆省宝儿
0,著名的历史文化遗产，都是石刻。,南山石刻,5,,散落的玫瑰
0,没想到藏在此处有这样的古迹和风景。,南山石刻,5,,ICEICE1125
0,景色不错，很好耍，值得去看看。,南山石刻,5,,_WeCh****75203
0,应该是大足石刻区域中的一部分，但烧香的挺多。,南山石刻,5,,来自西安的五行
0,看石刻我还是建议去宝顶，但南山上风景还好，很凉快啦。,南山石刻,4,,_CFT01****1994721
0,南山的大足人民的爬山锻炼及休闲散步最佳去处，空气清新，绿色植物覆盖完全，适合各类人群！,南山石刻,5,,农民的春春
0,风景优美，空气清新，值得去看看,南山石刻,4,,_CFT01****0292825
0,大足是一座生活很慢的城市，石刻文物特别多,南山石刻,4,,藰軍
0,和朋友一起来的，还是可以，推荐,慈云寺,4,,288****900
0,只要是仙人的好曰子，我们一定要去拜拜，真的很好。,慈云寺,5,,M23****3460
0,去寺庙玩，又可以拜拜佛！而且空气也特别好！,慈云寺,5,,生活就要多姿多彩
0,除了在江边，景色尚可之外，确实没多大意思，虽说香火还可以，但现在的和尚，基本都是挂羊头卖狗肉！,慈云寺,3,,男人不坏女人不爱
0,一个香火很旺的寺庙，当地人很多逢年过节都会来这里烧香拜佛,慈云寺,4,,伦敦小王子
0,自由行的第三天，带着父母一起来的，没开车基本都用步行的方式。,慈云寺,5,,tanv
0,风景美如画，高山有说流水，古景文化源源流长,慈云寺,5,,奥林匹亚林则徐
0,时间太紧了，随便看了一下，不错的地方,慈云寺,5,,天使宝贝26
0,慈云寺历史悠久，有很丰富的文化底蕴，位于长江边环境不错，香火旺盛来上香的人多,慈云寺,4,,E44****23
0,商品齐全，价格合理，环境舒适，服务态度好。,慈云寺,5,,魅力江南
0,景点的面积不是很大，但是里面的设备都是比较齐全的，空气比较好，绿化也比较多，去的时候看到很多的当地人在里面锻炼身体。,圣灯山森林公园,5,,枫叶飘飘1
0,可以的，环境还不错，下次有机会还会再来。,圣灯山森林公园,5,,156****2766
0,避暑胜地森林公园，远离市中心的喧嚣，一片幽静闲适的自然景观，还有一些朋友在这里春游，感觉很不错。,圣灯山森林公园,3,,喵不叮
0,主城周边比较近的登山呼吸负离子的地方，比较清静，交通过去也方便,圣灯山森林公园,3,,寒溪夜浣
0,不仅可以爬山！山上还有很多有趣的事情！夏天去的，山上很凉快！.。。。,圣灯山森林公园,4,,sunshine小小酥
0,圣灯山森林公园里面的树木植被非常漂亮。避暑的好地方,圣灯山森林公园,3,,xiaoxiaoyun
0,古树参天，枝繁叶茂，非常适合全家休闲度假。,圣灯山森林公园,5,,i游走的虎
0,可以去森林公园爬山，可以在山上的避暑，公园里有很多的雕塑，雕刻很精致，周末放松的好去处。,圣灯山森林公园,4,,子丘
0,圣灯山离重庆市区老远了，山上自然景观还可以，适合徒步探险和穿越。,圣灯山森林公园,3,,hu****chi
0,离重庆市区不是特别的远，交通比较便利，但不适合外地的旅客，这个景点更适合重庆当地人来散心,圣灯山森林公园,3,,期望行走在路上
0,一不小心走到了东水门大桥。用导航看了下索道感觉里的很远，于是放弃了直接走走大桥，去到对面坐车到美心洋人街。。明天苏就要回去了，这是最后一个行程了。,东水门大桥,4,2016-01-13,壁花supper
0,位于长江滨江路的东水门，重庆17座城门（现存2座）之一。旧时以航运为主，长江两岸居民及上下游的商船经由此门出入重庆，因此商贾云集繁华热闹。湖广填四川的湖广会馆、开埠后开设英美日洋行的金融界白象街皆在咫尺。如今虽没落，绿树成荫行人三两青瓦白墙的民居倒还安静。,东水门大桥,0,2014-12-07,樂樂大王
0,【价格】免费【地址】东水门长江边【电话】【其他】,东水门大桥,0,2014-05-26,ffga1595
0,#写点评拿旅行基金#东水门大桥是重庆市境内连接渝中区与南岸区的过江通道，位于长江之上，为公轨两用桥，是重庆市区重要快捷通道和地标性城市景观。,东水门大桥,5,2019-07-01,旅在行路
0,曾听闻，1980年 重庆 长江大桥建成，从城中心跨江通过南岸，南岸人民欢呼雀跃，以为一道天堑终于打通。但住在山上的居民还是会痛苦地发现，下了山依然要绕行很远才能走到公交站台，站在站台之上往下面望去又是一条通途，这就是 重庆 了。对于我们来说， 重庆 太熟悉，那些常规的景点路可以轻松规避，轻松的小路才是我们的爱。,东水门大桥,5,2019-01-15,天唱儿
0,和千厮门嘉陵江大桥同样的设计，不过因为有两个桥墩，所以拍摄起来会比千厮门大桥更有气势。,东水门大桥,5,2018-11-07,去哪儿用户
0,位置：连接渝中区东水门打铜街和南岸区涂山路（6号线上新街站）推荐指数：🌟🌟🌟推荐理由：赏江景和夜景的好去处，可以作为长江索道回程路线配套游玩东水门大桥于2014年3月31日正式通车，是渝中半岛朝天门地区的第一座跨长江大桥，与千厮门嘉陵江大桥合称“两江大桥”。跟千厮门大桥一样，东水门大桥也是一座公路与轨道交通两用斜拉桥。东水门大桥跟长江索道并行，通车以后长江索道作为交通工具就...,东水门大桥,3,2018-08-30,晴雪在路上
0,我是后来才知道，原来靠近湖广会馆的这座桥叫东水门大桥，方向感一向很差的我还想着怎么一路兜兜转转，又回原来的地方了。当时应该是下午将近4点了，我们原本计划从这边坐缆车去那头的南山一棵树上看夜景。路上偶遇一对兰州的情侣与我们的行程一致，四个人便一起打车去长江索道售票处。怎知到了那里，排队的人从门口排到巷子里，我让胡先森先排着，自己去前方打探情况，长长长长长的望不到尽头的队伍让我们完...,东水门大桥,3,2018-03-26,爱旅行的宝宝呀
0,去朝天门的路上经过东水门大桥。,东水门大桥,0,2018-02-21,暴走的tomato
0,因为等了半天也没公交车，直接打车过来了，进湖广会馆之前先路过了东水门大桥，应该是叫这个，正好这个在桥底的角度我觉得很好看，天要是再蓝一些就更好看了,东水门大桥,0,2017-06-23,郭折腾
0,因为这条土路，阴差阳错地get了在东水门大桥下拍摄对岸渝中半岛的机位。,东水门大桥,5,2019-01-15,Shirley雪梨酱
0,一路往南滨路的方向走，东水门大桥前上新街的路边停了一溜三轮出租，也是山城一道亮眼的风景线。,东水门大桥,5,2019-01-15,Shirley雪梨酱
0,出了朝天门广场往西走便来到了湖广会馆具体做啥的也没深入研究也没进去就在外边拍了几张照边上便是千厮门大桥的姊妹桥：东水门大桥上方就是著名的长江索道,东水门大桥,0,2017-05-09,贺磊54321
0,我们只买的单程票，从东水门大桥走回来。,东水门大桥,0,2017-03-30,BJ-WangAA
0,再被坑之后速度离开了那个伤心之地，准备去往朝天门，途中路过了东水门大桥，这个角度看上去也蛮漂亮的。,东水门大桥,0,2017-03-29,MikuFans
0,在长江索道排队时拍到的东水门大桥。,东水门大桥,0,2017-03-15,Cherie_nj
0,是不是又见大桥啊，不要误会，这不是第一天在洪崖洞边上的千厮门大桥（那个桥只有一个白门，横跨嘉陵江），有两个白门的这座桥在长江上，叫东水门大桥。而湖广会馆就在她桥脚下。,东水门大桥,0,2016-11-12,Barbara-Hu
0,看看东水门大桥和千厮门大桥一样，这座大桥建于东水门附近这是重庆仅存的两个古城门之一呢,东水门大桥,0,2016-11-11,grape19888
0,东水门大桥将分上下两层，上层设置人行道及双向4车道，下层为双向轨道线。该桥创下了同类桥型跨径世界第一；索梁锚固形式为世界首创；索塔锚吨位世界第一等六项世界纪录。大桥北桥头初步拟定从渝中区湖广会馆北侧穿越与打铜街相接，南桥头初步拟定从南岸区龙门浩南岸供电局线路所附近穿越与涂山路相接，并有通过桥头匝道延伸接内环高速公路。 另外，龙门浩小学因紧邻东水门大桥南桥头，与南桥头接线最终方案有...,东水门大桥,5,,去哪儿用户
0,隧道的感觉，其实很普通的,东水门大桥,5,,thnn3624
0,一不小心走到了东水门大桥。用导航看了下索道感觉里的很远，于是放弃了直接走走大桥，去到对面坐车到美心洋人街。。明天苏就要回去了，这是最后一个行程了。,东水门大桥,4,2016-01-13,壁花supper
0,位于长江滨江路的东水门，重庆17座城门（现存2座）之一。旧时以航运为主，长江两岸居民及上下游的商船经由此门出入重庆，因此商贾云集繁华热闹。湖广填四川的湖广会馆、开埠后开设英美日洋行的金融界白象街皆在咫尺。如今虽没落，绿树成荫行人三两青瓦白墙的民居倒还安静。,东水门大桥,0,2014-12-07,樂樂大王
0,【价格】免费【地址】东水门长江边【电话】【其他】,东水门大桥,0,2014-05-26,ffga1595
0,#写点评拿旅行基金#东水门大桥是重庆市境内连接渝中区与南岸区的过江通道，位于长江之上，为公轨两用桥，是重庆市区重要快捷通道和地标性城市景观。,东水门大桥,5,2019-07-01,旅在行路
0,曾听闻，1980年 重庆 长江大桥建成，从城中心跨江通过南岸，南岸人民欢呼雀跃，以为一道天堑终于打通。但住在山上的居民还是会痛苦地发现，下了山依然要绕行很远才能走到公交站台，站在站台之上往下面望去又是一条通途，这就是 重庆 了。对于我们来说， 重庆 太熟悉，那些常规的景点路可以轻松规避，轻松的小路才是我们的爱。,东水门大桥,5,2019-01-15,天唱儿
0,和千厮门嘉陵江大桥同样的设计，不过因为有两个桥墩，所以拍摄起来会比千厮门大桥更有气势。,东水门大桥,5,2018-11-07,去哪儿用户
0,位置：连接渝中区东水门打铜街和南岸区涂山路（6号线上新街站）推荐指数：🌟🌟🌟推荐理由：赏江景和夜景的好去处，可以作为长江索道回程路线配套游玩东水门大桥于2014年3月31日正式通车，是渝中半岛朝天门地区的第一座跨长江大桥，与千厮门嘉陵江大桥合称“两江大桥”。跟千厮门大桥一样，东水门大桥也是一座公路与轨道交通两用斜拉桥。东水门大桥跟长江索道并行，通车以后长江索道作为交通工具就...,东水门大桥,3,2018-08-30,晴雪在路上
0,我是后来才知道，原来靠近湖广会馆的这座桥叫东水门大桥，方向感一向很差的我还想着怎么一路兜兜转转，又回原来的地方了。当时应该是下午将近4点了，我们原本计划从这边坐缆车去那头的南山一棵树上看夜景。路上偶遇一对兰州的情侣与我们的行程一致，四个人便一起打车去长江索道售票处。怎知到了那里，排队的人从门口排到巷子里，我让胡先森先排着，自己去前方打探情况，长长长长长的望不到尽头的队伍让我们完...,东水门大桥,3,2018-03-26,爱旅行的宝宝呀
0,去朝天门的路上经过东水门大桥。,东水门大桥,0,2018-02-21,暴走的tomato
0,因为等了半天也没公交车，直接打车过来了，进湖广会馆之前先路过了东水门大桥，应该是叫这个，正好这个在桥底的角度我觉得很好看，天要是再蓝一些就更好看了,东水门大桥,0,2017-06-23,郭折腾
0,这篇重庆游记，拖了很久很久。直到写到结尾的时候，才终于知道要写完了，中途也曾被很多事情打断，以至于每次继续提笔，都要先看看之前的内容在网上看过这样一段话，挺符合我的心境：曾经有无数个这样的时刻，希望明天永远不会到来，希望时间把眼前的美好都留下，希望所有眷恋和不舍都不会被时间带走。可是现在，却不会再想，该走的就走吧，所有留不住的，放不下的，都让时间把它们归于平静。唯愿...,嘉陵江,0,2016-11-06,去哪儿用户
0,长江上游支流，因流经陕西凤县东北嘉陵谷而得名,嘉陵江,0,2016-09-12,去哪儿用户
0,发沅于陕西宝鸡市南郊秦岭之巅的嘉陵江，是长江上游支流。因流经陕西凤县东北嘉陵谷而得名。 在重庆市朝天门汇入长江。全长1345千米 。,嘉陵江,5,2016-08-09,何游天下
0,穿渝而过的嘉陵江水真的混，黄泥水，但也别有一番气魄。两岸高楼林立，傍晚沿着江散步，美不胜收。,嘉陵江,4,2016-07-02,我是龙小坏
0,来重庆旅游，晚上是一定要来嘉陵江餐馆的。大桥非常气派，灯火辉煌，壮观大气。,嘉陵江,5,2016-05-29,反假斗士
0,重庆这座山城因为嘉陵江变得更加迷人。,嘉陵江,4,2016-03-13,虎虎先生
0,第一感觉。这里空气真的太好。两岸的山好陡峭，人文朴树。生活安宁。,嘉陵江,4,2016-02-04,范海琪
0,坐地铁到嘉陵江大桥到此一游从大桥往下看,嘉陵江,0,2016-01-14,Miss李白鹿
